year	month	day	studentid	groupna	treatment	caste	round1	round2	class	seenmaze	knowkids	read	schtype	math1	math2	math3	math4	hindi1	hindi2	hindi3	mothedu	fathedu	mothocc	fathocc	land
2003	3	3	199	91	1	chamar	4	7	6	0	1	0	1	NA	NA	NA	NA	NA	NA	NA	2	5	housewife	agriculture	NA
2003	3	3	200	91	1	thakur	1	1	7	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	9	8	housewife	agriculture	NA
2003	3	3	201	91	1	thakur	4	7	7	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	5	10	housewife	service	NA
2003	3	3	202	91	1	thakur	3	3	7	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	8	10	housewife	service	NA
2003	3	3	203	91	1	chamar	0	0	6	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	6	housewife	agriculture	NA
2003	3	3	204	91	1	chamar	3	4	6	0	1	0	1	NA	NA	NA	NA	NA	NA	NA	don't know	6	housewife	agriculture	NA
2003	3	3	205	101	1	thakur	1	4	7	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	5	8	housewife	agriculture	NA
2003	3	3	206	101	1	chamar	2	4	6	0	2	0	1	NA	NA	NA	NA	NA	NA	NA	8	10	housewife	agriculture	NA
2003	3	3	207	101	1	brahmin	5	10	7	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	5	8	housewife	agriculture	NA
2003	3	3	208	101	1	chamar	0	0	6	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	6	housewife	agriculture	NA
2003	3	3	209	101	1	thakur	0	2	7	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	5	12	housewife	agriculture	NA
2003	3	3	210	101	1	chamar	3	6	7	0	3	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	housewife	Business	NA
2003	3	3	211	111	1	thakur	3	11	7	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	5	15	housewife	agriculture	NA
2003	3	3	212	111	1	thakur	8	9	6	1	0	1	1	NA	NA	NA	NA	NA	NA	NA	12	17	housewife	Teacher	NA
2003	3	3	213	111	1	thakur	2	10	6	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	10	housewife	Dead	NA
2003	3	3	214	111	1	chamar	0	0	7	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	housewife	Labour	NA
2003	3	3	215	111	1	chamar	4	5	6	0	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	housewife	agriculture	NA
2003	3	3	216	111	1	chamar	3	8	6	0	4	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	housewife	agriculture	NA
2005	3	1	217	1	2	chamar	3	1	6	0	0	0	1	1	1	0	1	1	1	1	10	12	housewife	shopkeeper	NA
2005	3	1	218	1	2	chamar	2	0	7	0	0	1	1	1	1	0	1	1	1	1	NA	BA	housewife	service	NA
2005	3	1	219	1	2	thakur	2	6	7	0	0	1	1	1	1	1	1	1	1	1	10	10	housewife	agriculture	NA
2005	3	1	220	1	2	lala	0	0	7	0	0	0	1	0	0	0	0	1	0	NA	NA	9	housewife	wage laborer	NA
2005	3	1	221	1	2	brahmin	2	2	6	0	0	0	1	1	1	0	1	NA	NA	NA	5	8	housewife	agriculture	NA
2005	3	1	222	1	2	chamar	5	10	7	0	0	1	1	1	1	1	1	1	1	1	8	10	housewife	wage laborer	NA
2005	3	1	223	2	2	thakur	3	10	6	0	0	1	1	1	1	1	1	1	1	1	8	10	agriculture/housewife	agriculture	NA
2005	3	1	224	2	2	chamar	2	4	7	0	0	1	1	1	1	0	0	1	1	1	NA	5	housewife	agriculture	NA
2005	3	1	225	2	2	chamar	3	10	NA	0	0	1	1	1	NA	NA	1	1	1	1	NA	NA	housewife	agriculture	NA
2005	3	1	226	2	2	thakur	10	10	NA	0	0	1	1	1	NA	NA	1	1	1	1	NA	NA	housewife	agriculture	NA
2005	3	1	227	2	2	chamar	1	1	7	0	0	1	1	1	1	1	1	1	1	1	NA	10	housewife	agriculture	NA
2005	3	1	228	2	2	brahmin	6	6	7	0	0	0	1	1	1	1	1	1	1	1	11	don't know	housewife	doctor	NA
2005	3	1	229	3	2	chamar	3	4	6	0	0	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	housewife	teacher	NA
2005	3	1	230	3	2	brahmin	2	6	7	0	0	0	1	1	1	1	1	1	1	1	5	8	housewife	agriculture	NA
2005	3	1	231	3	2	thakur	3	6	7	1	0	0	1	1	1	1	1	1	1	1	12	12	housewife	business	NA
2005	3	1	232	3	2	brahmin	4	7	6	0	0	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	housewife	teacher	NA
2005	3	1	233	3	2	chamar	3	7	7	0	0	0	1	1	1	0	1	NA	NA	NA	NA	don't know	housewife	agriculture	NA
2005	3	1	234	3	2	chamar	2	3	7	0	0	1	1	1	1	1	1	1	1	1	1	3	housewife	wage laborer	NA
2005	3	1	235	4	2	lala	4	3	7	0	0	1	1	1	1	NA	1	1	1	1	9	10	dead	agriculture	NA
2005	3	1	236	4	2	brahmin	3	9	6	0	0	0	1	1	1	0	1	1	1	1	NA	8	housewife	agriculture	NA
2005	3	1	237	4	2	thakur	5	9	7	0	0	0	1	1	1	1	0	1	1	1	8	10	housewife	service	NA
2005	3	1	238	4	2	chamar	5	10	7	0	0	0	1	1	1	NA	NA	1	0	0	NA	NA	housewife	agriculture	NA
2005	3	1	239	4	2	chamar	3	9	7	0	0	1	1	1	1	0	1	1	1	1	NA	10	housewife	agriculture	NA
2005	3	1	240	4	2	chamar	6	9	6	0	0	0	1	1	0	1	1	1	1	1	don't know	don't know	housewife	service	NA
2005	3	1	241	5	2	chamar	4	5	6	1	0	1	1	1	1	1	1	1	1	1	NA	5	housewife	agriculture	NA
2005	3	1	242	5	2	thakur	4	9	6	0	0	1	1	1	1	1	1	1	1	1	8	11	teacher	agriculture	NA
2005	3	1	243	5	2	chamar	7	11	6	0	0	1	1	0	0	0	0	1	0	0	NA	NA	housewife	agriculture	NA
2005	3	1	244	5	2	chamar	2	9	7	0	0	0	1	0	0	1	0	0	0	0	NA	NA	housewife	agriculture	NA
2005	3	1	245	5	2	brahmin	4	8	7	0	0	1	1	1	0	1	1	0	1	0	NA	NA	housewife	agriculture	NA
2005	3	1	246	5	2	brahmin	4	8	7	0	0	0	1	1	1	1	1	1	1	1	5	8	housewife	agriculture	NA
2005	3	1	247	6	2	thakur	3	3	6	0	0	1	1	1	0	0	1	1	1	1	5	8	housewife	service	NA
2005	3	1	248	6	2	chamar	2	1	6	0	0	0	1	1	0	0	0	0	0	1	NA	10	housewife	wage laborer	NA
2005	3	1	249	6	2	chamar	5	6	7	0	0	1	1	1	1	0	1	NA	NA	NA	NA	10	housewife	service	NA
2005	3	1	250	6	2	thakur	2	5	7	0	0	0	1	1	0	1	0	1	1	1	5	12	housewife	agriculture	NA
2005	3	1	251	6	2	chamar	4	4	6	0	0	0	1	0	0	0	0	0	0	0	NA	10	housewife	dead	NA
2005	3	1	252	6	2	thakur	4	10	7	0	0	0	1	1	1	1	1	1	1	1	5	5	agriculture/housewife	agriculture	NA
2005	3	1	253	7	2	chamar	3	5	7	0	0	1	1	1	1	0	1	0	0	NA	NA	9	housewife	service	NA
2005	3	1	254	7	2	thakur	3	6	7	0	0	0	1	1	1	1	1	1	1	1	NA	NA	housewife	agriculture	NA
2005	3	1	255	7	2	thakur	6	8	7	0	0	1	1	1	1	1	1	1	1	1	12	12	housewife	agriculture	NA
2005	3	1	256	7	2	brahmin	5	4	6	0	0	1	1	0	0	0	0	NA	NA	NA	don't know	BA	housewife	agriculture	NA
2005	3	1	257	7	2	chamar	1	1	6	0	0	1	1	1	1	1	1	NA	NA	NA	NA	10	agriculture	agriculture	NA
2005	3	1	258	7	2	chamar	4	6	7	0	0	0	1	1	0	0	0	NA	NA	NA	NA	10	housewife	agriculture	NA
2005	3	1	259	8	2	thakur	5	8	6	0	0	1	1	1	1	1	0	0	0	0	NA	5	housewife	agriculture	NA
2005	3	1	260	8	2	chamar	3	2	7	0	0	0	1	0	0	0	0	0	0	0	NA	5	housewife	agriculture	NA
2005	3	1	261	8	2	brahmin	3	6	7	0	0	0	1	1	1	1	1	NA	NA	NA	8	10	housewife	service	NA
2005	3	1	262	8	2	vaishya	4	5	7	0	0	0	1	1	1	1	1	1	1	1	NA	12	housewife	agriculture	NA
2005	3	1	263	8	2	chamar	4	7	7	0	0	0	1	0	0	0	0	NA	NA	NA	5	8	housewife	agriculture	NA
2005	3	1	264	8	2	chamar	4	6	6	0	0	0	1	1	0	0	1	NA	NA	NA	NA	3	housewife	agriculture	NA
2005	3	1	265	9	2	vaishya	4	7	7	0	0	1	1	1	1	1	1	1	1	1	5	16	housewife	agriculture	NA
2005	3	1	266	9	2	chamar	3	5	6	0	0	1	1	1	1	1	1	1	1	1	NA	2	housewife	carpenter	NA
2005	3	1	267	9	2	chamar	0	1	7	0	0	0	1	0	0	0	0	NA	NA	NA	NA	10	housewife	wage laborer	NA
2005	3	1	268	9	2	thakur	2	6	7	0	0	0	1	1	1	1	1	1	1	1	NA	NA	housewife	agriculture	NA
2005	3	1	269	9	2	chamar	0	2	7	0	0	1	1	0	0	0	1	NA	NA	NA	NA	NA	housewife	agriculture	NA
2005	3	1	270	9	2	vaishya	2	4	7	0	0	0	1	1	0	0	0	1	1	1	5	10	housewife	agriculture	NA
2005	3	1	271	10	2	thakur	4	8	7	0	0	0	1	1	1	1	1	1	1	1	NA	9	housewife	agriculture	NA
2005	3	1	272	10	2	vaishya	2	6	7	0	0	1	1	1	0	0	1	1	1	1	NA	9	housewife	agriculture	NA
2005	3	1	273	10	2	chamar	6	12	7	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	housewife	agriculture	NA
2005	3	1	274	10	2	chamar	4	5	7	0	0	1	1	1	0	0	1	1	1	1	NA	10	housewife	agriculture	NA
2005	3	1	275	10	2	thakur	4	6	7	NA	0	1	1	1	1	0	0	NA	NA	NA	5	10	housewife	salaried work	NA
2005	3	1	276	10	2	chamar	1	0	7	0	0	0	1	1	0	0	1	1	1	1	NA	10	housewife	agriculture	NA
2005	3	4	277	2	9	chamar	2	3	6	0	0	1	1	1	0	0	0	0	0	NA	6	12	housewife/agriculture	tailoring	NA
2005	3	4	278	2	9	chamar	0	1	6	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	housewife	wage laborer	NA
2005	3	4	279	2	9	chamar	4	5	6	0	0	1	1	1	1	1	1	1	1	1	5	MA	housewife	service	NA
2005	3	4	280	2	9	chamar	2	2	6	0	0	0	1	0	0	0	0	0	0	0	NA	NA	housewife	wage laborer	NA
2005	3	4	281	2	9	chamar	2	2	6	0	0	1	1	NA	1	NA	NA	NA	NA	NA	don't know	12	dead	agriculture	NA
2005	3	4	282	2	9	chamar	2	1	6	0	0	0	1	0	0	0	0	0	0	1	NA	NA	housewife	agriculture	NA
2005	3	4	283	3	9	brahmin	2	3	6	0	0	0	1	1	1	0	1	1	1	1	9	9	housewife	agriculture	NA
2005	3	4	284	3	9	thakur	4	5	6	0	0	0	1	1	1	0	1	NA	NA	NA	5	12	housewife	agriculture	NA
2005	3	4	285	3	9	thakur	1	1	7	0	0	0	1	1	0	0	0	1	1	1	don't know	NA	dead	agriculture	NA
2005	3	4	286	3	9	thakur	9	11	7	0	0	1	1	1	1	1	1	1	1	1	2	5	housewife/agriculture	agriculture	NA
2005	3	4	287	3	9	brahmin	5	9	6	0	0	1	1	1	1	1	1	1	1	1	8	12	housewife	business	NA
2005	3	4	288	3	9	gupta	4	4	7	0	0	1	1	1	1	1	1	0	0	1	don't know	11	housewife	compounder	NA
2005	3	4	289	4	9	gupta	2	4	7	0	0	1	1	1	1	1	1	1	1	1	NA	NA	housewife	agriculture	NA
2005	3	4	290	4	9	brahmin	1	1	6	0	0	0	1	0	0	0	1	1	1	1	5	5	housewife	service	NA
2005	3	4	291	4	9	thakur	3	3	7	0	0	1	1	1	1	0	1	1	1	1	5	8	housewife	agriculture	NA
2005	3	4	292	4	9	brahmin	6	5	6	0	0	1	1	1	0	0	0	1	1	1	10	BA	housewife	service	NA
2005	3	4	293	4	9	brahmin	4	1	6	0	0	1	1	1	1	0	1	1	1	1	don't know	BA	dead	agriculture	NA
2005	3	4	294	4	9	thakur	5	3	7	0	0	0	1	1	1	1	0	1	1	1	12	BA	housewife	agriculture	NA
2005	3	4	295	5	9	brahmin	2	2	7	0	0	1	1	1	1	0	1	1	1	1	10	MA	housewife	salaried work	NA
2005	3	4	296	5	9	brahmin	6	5	6	0	0	1	1	0	0	0	0	1	1	1	8	10	housewife	business	NA
2005	3	4	297	5	9	thakur	5	8	7	0	0	0	1	1	1	1	1	1	1	1	8	10	housewife	agriculture	NA
2005	3	4	298	5	9	thakur	1	7	7	0	0	1	1	1	1	1	0	1	1	1	5	8	housewife	agriculture	NA
2005	3	4	299	5	9	brahmin	2	2	7	0	0	1	1	0	1	1	0	1	1	1	5	5	housewife	agriculture	NA
2005	3	4	300	5	9	brahmin	2	2	6	0	0	0	1	1	1	0	1	1	1	1	6	5	housewife	agriculture	NA
2005	3	4	301	6	9	brahmin	3	6	7	0	0	1	1	1	1	1	1	1	1	1	5	8	housewife	dead	NA
2005	3	4	302	6	9	thakur	2	3	7	0	0	1	1	1	1	1	1	1	1	1	10	10	housewife	agriculture	NA
2005	3	4	303	6	9	brahmin	5	8	7	0	0	1	1	1	1	0	0	1	1	1	8	10	housewife	agriculture	NA
2005	3	4	304	6	9	thakur	0	1	7	0	0	0	1	0	0	0	0	0	0	0	8	8	housewife	salaried work	NA
2005	3	4	305	6	9	thakur	4	5	6	0	0	1	1	0	0	0	0	1	1	1	NA	9	housewife	agriculture	NA
2005	3	4	306	6	9	brahmin	1	0	7	0	0	0	1	1	1	1	1	1	1	1	NA	12	housewife	business	NA
2005	3	4	307	7	9	thakur	2	6	7	0	0	1	1	0	1	0	0	1	1	1	NA	3	housewife	agriculture	NA
2005	3	4	308	7	9	thakur	5	8	7	1	0	1	1	0	0	1	1	1	1	1	10	10	housewife	agriculture	NA
2005	3	4	309	7	9	brahmin	4	6	7	0	0	1	1	0	0	0	0	0	0	1	8	10	housewife	agriculture	NA
2005	3	4	310	7	9	brahmin	3	7	7	0	0	0	1	0	1	NA	NA	NA	NA	NA	8	12	housewife	agriculture	NA
2005	3	4	311	7	9	brahmin	0	0	7	0	0	0	1	0	0	0	0	1	0	0	6	BA	housewife	agriculture	NA
2005	3	4	312	7	9	brahmin	3	4	NA	0	0	0	1	0	1	0	1	1	1	1	3	8	housewife	agriculture	NA
2005	3	4	313	8	9	chamar	2	4	7	0	0	0	1	0	0	0	1	1	1	1	NA	9	housewife	agriculture	NA
2005	3	4	314	8	9	chamar	4	7	7	0	0	1	1	1	0	1	1	1	1	1	5	5	housewife	contractor(business)	NA
2005	3	4	315	8	9	chamar	3	7	7	0	0	0	1	0	0	0	0	0	0	0	don't know	NA	dead	wage laborer	NA
2005	3	4	316	8	9	chamar	5	8	6	0	0	1	1	1	1	0	0	1	1	1	NA	4	housewife	agriculture	NA
2005	3	4	317	8	9	chamar	2	4	7	0	0	0	1	1	1	0	0	1	1	1	don't know	8	dead	agriculture	NA
2005	3	4	318	8	9	chamar	2	5	6	0	0	1	1	1	1	1	1	1	1	1	NA	NA	housewife	agriculture	NA
2005	3	4	319	9	9	chamar	3	3	7	0	0	0	1	0	0	0	0	1	1	1	3	5	housewife	agriculture	NA
2005	3	4	320	9	9	chamar	3	1	7	0	0	0	1	0	0	0	0	1	1	1	NA	4	housewife	wage laborer	NA
2005	3	4	321	9	9	chamar	9	11	6	0	0	1	1	1	1	1	1	1	1	1	NA	5	housewife	agriculture	NA
2005	3	4	322	9	9	chamar	4	6	7	0	0	0	1	1	1	1	0	1	1	1	NA	NA	housewife	agriculture	NA
2005	3	4	323	9	9	chamar	3	6	6	0	0	0	1	1	1	1	0	0	0	0	NA	12	housewife	teacher	NA
2005	3	4	324	9	9	chamar	0	0	7	0	0	0	1	1	0	0	1	1	1	1	NA	NA	housewife	wage laborer	NA
2005	3	4	325	10	9	chamar	2	2	6	0	0	0	1	1	1	1	1	1	1	1	NA	NA	housewife	agriculture	NA
2005	3	4	326	10	9	chamar	3	2	6	0	0	1	1	0	0	0	0	1	1	1	don't know	BA	housewife	agriculture	NA
2005	3	4	327	10	9	chamar	5	10	6	0	0	0	1	1	1	0	1	1	1	1	NA	NA	housewife	wage laborer	NA
2005	3	4	328	10	9	chamar	1	2	6	0	0	1	1	1	1	1	0	NA	NA	NA	NA	8	housewife	business	NA
2005	3	4	329	10	9	chamar	3	3	7	0	0	1	1	0	NA	0	NA	NA	NA	NA	8	10	housewife	agriculture	NA
2005	3	4	330	10	9	chamar	1	1	6	0	0	0	1	0	NA	NA	NA	NA	NA	NA	don't know	don't know	housewife	teacher	NA
2005	3	4	331	11	9	chamar	2	5	6	0	0	0	1	1	1	0	0	1	1	1	NA	NA	housewife	agriculture	NA
2005	3	4	332	11	9	chamar	0	0	6	0	0	0	1	0	0	0	0	0	0	1	5	5	housewife	agriculture	NA
2005	3	4	333	11	9	chamar	5	8	6	0	0	0	1	1	1	1	1	1	1	1	NA	NA	housewife	agriculture	NA
2005	3	4	334	11	9	chamar	5	9	6	0	0	0	1	1	1	0	0	1	1	1	NA	2	housewife	wage laborer	NA
2005	3	4	335	11	9	chamar	3	5	6	0	0	0	1	0	0	0	0	0	0	0	don't know	don't know	housewife	agriculture	NA
2005	3	4	336	11	9	chamar	2	3	6	0	0	0	1	0	1	1	0	0	0	0	don't know	NA	housewife	agriculture	NA
